period,biz_line_id,branch_id,product_type,customer_segment,actual_revenue,actual_direct_cost,actual_allocated_expense,actual_profit,actual_trade_volume,actual_commission_rate
2025-03,MARGIN,B003,MARGIN_FINANCING,HNW,20507790.06,3691402.21,3691402.21,13124985.64,258936743164.06,7.92e-05
2025-03,MARGIN,B004,MARGIN_FINANCING,HNW,15775223.12,2839540.16,2839540.16,10096142.8,199182110126.2,7.92e-05
2025-03,MARGIN,B005,MARGIN_FINANCING,HNW,14197700.81,2555586.15,2555586.15,9086528.52,179263899113.58,7.92e-05
2025-03,MARGIN,B006,MARGIN_FINANCING,HNW,12620178.5,2271632.13,2271632.13,8076914.24,159345688100.96,7.92e-05
2025-03,MARGIN,B007,MARGIN_FINANCING,HNW,17352745.43,3123494.18,3123494.18,11105757.08,219100321138.82,7.92e-05
2025-03,MARGIN,B008,MARGIN_FINANCING,HNW,11042656.19,1987678.11,1987678.11,7067299.96,139427477088.34,7.92e-05
2025-03,MARGIN,B009,MARGIN_FINANCING,HNW,7887611.56,1419770.08,1419770.08,5048071.4,99591055063.1,7.92e-05
2025-03,WEALTH,B001,WEALTH_PRODUCT,HNW,8326827.59,3497267.59,2831121.38,1998438.62,0.0,0.0
2025-03,WEALTH,B002,WEALTH_PRODUCT,HNW,12212680.47,5129325.8,6106340.24,977014.44,0.0,0.0
2025-03,WEALTH,B003,WEALTH_PRODUCT,HNW,5773267.13,2424772.2,1962910.82,1385584.11,0.0,0.0
2025-03,WEALTH,B004,WEALTH_PRODUCT,HNW,4440974.72,1865209.38,1509931.4,1065833.93,0.0,0.0
2025-03,WEALTH,B005,WEALTH_PRODUCT,HNW,4996096.56,2098360.55,1698672.83,1199063.17,0.0,0.0
2025-03,WEALTH,B006,WEALTH_PRODUCT,HNW,3552779.77,1492167.5,1207945.12,852667.15,0.0,0.0
2025-03,WEALTH,B007,WEALTH_PRODUCT,HNW,4885072.19,2051730.32,1660924.54,1172417.33,0.0,0.0
2025-03,WEALTH,B008,WEALTH_PRODUCT,HNW,3108682.3,1305646.57,1056951.98,746083.75,0.0,0.0
2025-03,WEALTH,B009,WEALTH_PRODUCT,HNW,2220487.36,932604.69,754965.7,532916.97,0.0,0.0
2025-03,HQ,B001,HQ_SERVICE,INSTITUTION,9112500.0,5923125.0,6561000.0,-3371625.0,0.0,0.0
2025-03,HQ,B002,HQ_SERVICE,INSTITUTION,13365000.0,8687250.0,11761200.0,-7083450.0,0.0,0.0
2025-03,HQ,B003,HQ_SERVICE,INSTITUTION,7897500.0,5133375.0,5686200.0,-2922075.0,0.0,0.0
2025-03,HQ,B004,HQ_SERVICE,INSTITUTION,6075000.0,3948750.0,4374000.0,-2247750.0,0.0,0.0
2025-03,HQ,B005,HQ_SERVICE,INSTITUTION,5467500.0,3553875.0,3936600.0,-2022975.0,0.0,0.0
2025-03,HQ,B006,HQ_SERVICE,INSTITUTION,4860000.0,3159000.0,3499200.0,-1798200.0,0.0,0.0
2025-03,HQ,B007,HQ_SERVICE,INSTITUTION,6682500.0,4343625.0,4811400.0,-2472525.0,0.0,0.0
2025-03,HQ,B008,HQ_SERVICE,INSTITUTION,4252500.0,2764125.0,3061800.0,-1573425.0,0.0,0.0
2025-03,HQ,B009,HQ_SERVICE,INSTITUTION,3037500.0,1974375.0,2187000.0,-1123875.0,0.0,0.0
2025-04,BROKERAGE,B001,STOCK,RETAIL,14051789.62,3231911.61,3372429.51,7447448.5,37647327292.76,0.00037325
2025-04,BROKERAGE,B001,FUND,RETAIL,4118627.99,947284.44,988470.72,2182872.84,12260623830.97,0.00033592
2025-04,BROKERAGE,B001,BOND,RETAIL,1938177.88,445780.91,465162.69,1027234.28,7212131665.28,0.00026874
2025-04,BROKERAGE,B001,ETF,RETAIL,4118627.99,947284.44,988470.72,2182872.84,13456782253.51,0.00030606
2025-04,BROKERAGE,B001,STOCK,HNW,6273120.36,1442817.68,1505548.89,3324753.79,19309989302.9,0.00032486
2025-04,BROKERAGE,B001,FUND,HNW,1838673.21,422894.84,441281.57,974496.8,6288693834.28,0.00029238
2025-04,BROKERAGE,B001,BOND,HNW,865257.98,199009.34,207661.92,458586.73,3699231667.22,0.0002339
2025-04,BROKERAGE,B001,ETF,HNW,1838673.21,422894.84,441281.57,974496.8,6902224940.06,0.00026639
2025-04,BROKERAGE,B001,STOCK,INSTITUTION,4195462.9,964956.47,1006911.1,2223595.34,17425334346.93,0.00024077
2025-04,BROKERAGE,B001,FUND,INSTITUTION,1229704.64,282832.07,295129.11,651743.46,5674917316.05,0.00021669
2025-04,BROKERAGE,B001,BOND,INSTITUTION,578684.54,133097.44,138884.29,306702.81,3338186656.5,0.00017335
2025-04,BROKERAGE,B001,ETF,INSTITUTION,1229704.64,282832.07,295129.11,651743.46,6228567785.91,0.00019743
2025-04,BROKERAGE,B002,STOCK,RETAIL,22111438.9,5085630.95,8844575.56,8181232.39,74994705267.66,0.00029484
2025-04,BROKERAGE,B002,FUND,RETAIL,6480938.99,1490615.97,2592375.6,2397947.43,24423563018.2,0.00026536
2025-04,BROKERAGE,B002,BOND,RETAIL,3049853.64,701466.34,1219941.46,1128445.85,14366801775.41,0.00021228
2025-04,BROKERAGE,B002,ETF,RETAIL,6480938.99,1490615.97,2592375.6,2397947.43,26806349654.12,0.00024177
2025-04,BROKERAGE,B002,STOCK,HNW,9871178.08,2270370.96,3948471.23,3652335.89,38466129221.63,0.00025662
2025-04,BROKERAGE,B002,FUND,HNW,2893276.33,665453.56,1157310.53,1070512.24,12527283462.98,0.00023096
2025-04,BROKERAGE,B002,BOND,HNW,1361541.8,313154.61,544616.72,503770.47,7368990272.34,0.00018477
2025-04,BROKERAGE,B002,ETF,HNW,2893276.33,665453.56,1157310.53,1070512.24,13749457459.37,0.00021043
2025-04,BROKERAGE,B002,STOCK,INSTITUTION,6964582.58,1601853.99,2785833.03,2576895.55,34711835009.6,0.00020064
2025-04,BROKERAGE,B002,FUND,INSTITUTION,2041343.17,469508.93,816537.27,755296.97,11304620597.0,0.00018058
2025-04,BROKERAGE,B002,BOND,INSTITUTION,960632.08,220945.38,384252.83,355433.87,6649776821.76,0.00014446
2025-04,BROKERAGE,B002,ETF,INSTITUTION,2041343.17,469508.93,816537.27,755296.97,12407510411.34,0.00016452
2025-04,BROKERAGE,B003,STOCK,RETAIL,12178217.67,2800990.06,2922772.24,6454455.36,34344930161.81,0.00035459
2025-04,BROKERAGE,B003,FUND,RETAIL,3569477.59,820979.85,856674.62,1891823.12,11185130512.47,0.00031913
2025-04,BROKERAGE,B003,BOND,RETAIL,1679754.16,386343.46,403141.0,890269.71,6579488536.75,0.0002553
2025-04,BROKERAGE,B003,ETF,RETAIL,3569477.59,820979.85,856674.62,1891823.12,12276362757.59,0.00029076
2025-04,BROKERAGE,B003,STOCK,HNW,5436704.32,1250441.99,1304809.04,2881453.29,17616130592.12,0.00030862
2025-04,BROKERAGE,B003,FUND,HNW,1593516.78,366508.86,382444.03,844563.89,5737054024.25,0.00027776
2025-04,BROKERAGE,B003,BOND,HNW,749890.25,172474.76,179973.66,397441.83,3374737661.32,0.00022221
2025-04,BROKERAGE,B003,ETF,HNW,1593516.78,366508.86,382444.03,844563.89,6296766611.98,0.00025307
2025-04,BROKERAGE,B003,STOCK,INSTITUTION,3636067.85,836295.6,872656.28,1927115.96,15896796246.33,0.00022873
2025-04,BROKERAGE,B003,FUND,INSTITUTION,1065744.02,245121.13,255778.57,564844.33,5177117551.49,0.00020586
2025-04,BROKERAGE,B003,BOND,INSTITUTION,501526.6,115351.12,120366.38,265809.1,3045363265.58,0.00016469
2025-04,BROKERAGE,B003,ETF,INSTITUTION,1065744.02,245121.13,255778.57,564844.33,5682202190.65,0.00018756
2025-04,BROKERAGE,B004,STOCK,RETAIL,9367859.74,2154607.74,2248286.34,4964965.66,25098218195.17,0.00037325
2025-04,BROKERAGE,B004,FUND,RETAIL,2745751.99,631522.96,658980.48,1455248.56,8173749220.65,0.00033592
2025-04,BROKERAGE,B004,BOND,RETAIL,1292118.59,297187.27,310108.46,684822.85,4808087776.85,0.00026874
2025-04,BROKERAGE,B004,ETF,RETAIL,2745751.99,631522.96,658980.48,1455248.56,8971188169.01,0.00030606
2025-04,BROKERAGE,B004,STOCK,HNW,4182080.24,961878.46,1003699.26,2216502.53,12873326201.93,0.00032486
2025-04,BROKERAGE,B004,FUND,HNW,1225782.14,281929.89,294187.71,649664.53,4192462556.18,0.00029238
2025-04,BROKERAGE,B004,BOND,HNW,576838.65,132672.89,138441.28,305724.49,2466154444.81,0.0002339
2025-04,BROKERAGE,B004,ETF,HNW,1225782.14,281929.89,294187.71,649664.53,4601483293.37,0.00026639
2025-04,BROKERAGE,B004,STOCK,INSTITUTION,2796975.27,643304.31,671274.06,1482396.89,11616889564.62,0.00024077
2025-04,BROKERAGE,B004,FUND,INSTITUTION,819803.1,188554.71,196752.74,434495.64,3783278210.7,0.00021669
2025-04,BROKERAGE,B004,BOND,INSTITUTION,385789.69,88731.63,92589.53,204468.54,2225457771.0,0.00017335
2025-04,BROKERAGE,B004,ETF,INSTITUTION,819803.1,188554.71,196752.74,434495.64,4152378523.94,0.00019743
2025-04,BROKERAGE,B005,STOCK,RETAIL,8431073.77,1939146.97,2023457.7,4468469.1,22588396375.66,0.00037325
2025-04,BROKERAGE,B005,FUND,RETAIL,2471176.79,568370.66,593082.43,1309723.7,7356374298.58,0.00033592
2025-04,BROKERAGE,B005,BOND,RETAIL,1162906.73,267468.55,279097.61,616340.57,4327278999.17,0.00026874
2025-04,BROKERAGE,B005,ETF,RETAIL,2471176.79,568370.66,593082.43,1309723.7,8074069352.11,0.00030606
2025-04,BROKERAGE,B005,STOCK,HNW,3763872.22,865690.61,903329.33,1994852.28,11585993581.74,0.00032486
2025-04,BROKERAGE,B005,FUND,HNW,1103203.93,253736.9,264768.94,584698.08,3773216300.57,0.00029238
2025-04,BROKERAGE,B005,BOND,HNW,519154.79,119405.6,124597.15,275152.04,2219539000.33,0.0002339
2025-04,BROKERAGE,B005,ETF,HNW,1103203.93,253736.9,264768.94,584698.08,4141334964.04,0.00026639
2025-04,BROKERAGE,B005,STOCK,INSTITUTION,2517277.74,578973.88,604146.66,1334157.2,10455200608.16,0.00024077
2025-04,BROKERAGE,B005,FUND,INSTITUTION,737822.79,169699.24,177077.47,391046.08,3404950389.63,0.00021669
2025-04,BROKERAGE,B005,BOND,INSTITUTION,347210.72,79858.47,83330.57,184021.68,2002911993.9,0.00017335
2025-04,BROKERAGE,B005,ETF,INSTITUTION,737822.79,169699.24,177077.47,391046.08,3737140671.55,0.00019743
2025-04,BROKERAGE,B006,STOCK,RETAIL,7494287.8,1723686.19,2248286.34,3522315.26,20078574556.14,0.00037325
2025-04,BROKERAGE,B006,FUND,RETAIL,2196601.6,505218.37,658980.48,1032402.75,6538999376.52,0.00033592
2025-04,BROKERAGE,B006,BOND,RETAIL,1033694.87,237749.82,310108.46,485836.59,3846470221.48,0.00026874
2025-04,BROKERAGE,B006,ETF,RETAIL,2196601.6,505218.37,658980.48,1032402.75,7176950535.2,0.00030606
2025-04,BROKERAGE,B006,STOCK,HNW,3345664.19,769502.76,1003699.26,1572462.17,10298660961.54,0.00032486
2025-04,BROKERAGE,B006,FUND,HNW,980625.71,225543.91,294187.71,460894.08,3353970044.95,0.00029238
2025-04,BROKERAGE,B006,BOND,HNW,461470.92,106138.31,138441.28,216891.33,1972923555.85,0.0002339
2025-04,BROKERAGE,B006,ETF,HNW,980625.71,225543.91,294187.71,460894.08,3681186634.7,0.00026639
2025-04,BROKERAGE,B006,STOCK,INSTITUTION,2237580.21,514643.45,671274.06,1051662.7,9293511651.7,0.00024077
2025-04,BROKERAGE,B006,FUND,INSTITUTION,655842.48,150843.77,196752.74,308245.96,3026622568.56,0.00021669
2025-04,BROKERAGE,B006,BOND,INSTITUTION,308631.75,70985.3,92589.53,145056.92,1780366216.8,0.00017335
2025-04,BROKERAGE,B006,ETF,INSTITUTION,655842.48,150843.77,196752.74,308245.96,3321902819.15,0.00019743
2025-04,BROKERAGE,B007,STOCK,RETAIL,10304645.72,2370068.52,2473114.97,5461462.23,27608040014.69,0.00037325
2025-04,BROKERAGE,B007,FUND,RETAIL,3020327.19,694675.25,724878.53,1600773.41,8991124142.71,0.00033592
2025-04,BROKERAGE,B007,BOND,RETAIL,1421330.44,326906.0,341119.31,753305.14,5288896554.54,0.00026874
2025-04,BROKERAGE,B007,ETF,RETAIL,3020327.19,694675.25,724878.53,1600773.41,9868306985.91,0.00030606
2025-04,BROKERAGE,B007,STOCK,HNW,4600288.27,1058066.3,1104069.18,2438152.78,14160658822.12,0.00032486
2025-04,BROKERAGE,B007,FUND,HNW,1348360.35,310122.88,323606.49,714630.99,4611708811.8,0.00029238
2025-04,BROKERAGE,B007,BOND,HNW,634522.52,145940.18,152285.4,336296.94,2712769889.3,0.0002339
2025-04,BROKERAGE,B007,ETF,HNW,1348360.35,310122.88,323606.49,714630.99,5061631622.71,0.00026639
2025-04,BROKERAGE,B007,STOCK,INSTITUTION,3076672.79,707634.74,738401.47,1630636.58,12778578521.08,0.00024077
2025-04,BROKERAGE,B007,FUND,INSTITUTION,901783.4,207410.18,216428.02,477945.2,4161606031.77,0.00021669
2025-04,BROKERAGE,B007,BOND,INSTITUTION,424368.66,97604.79,101848.48,224915.39,2448003548.1,0.00017335
2025-04,BROKERAGE,B007,ETF,INSTITUTION,901783.4,207410.18,216428.02,477945.2,4567616376.33,0.00019743
2025-04,BROKERAGE,B008,STOCK,RETAIL,6557501.82,1508225.42,1573800.44,3475475.97,17568752736.62,0.00037325
2025-04,BROKERAGE,B008,FUND,RETAIL,1922026.4,442066.07,461286.34,1018673.99,5721624454.45,0.00033592
2025-04,BROKERAGE,B008,BOND,RETAIL,904483.01,208031.09,217075.92,479376.0,3365661443.8,0.00026874
2025-04,BROKERAGE,B008,ETF,RETAIL,1922026.4,442066.07,461286.34,1018673.99,6279831718.3,0.00030606
2025-04,BROKERAGE,B008,STOCK,HNW,2927456.17,673314.92,702589.48,1551551.77,9011328341.35,0.00032486
2025-04,BROKERAGE,B008,FUND,HNW,858047.5,197350.92,205931.4,454765.17,2934723789.33,0.00029238
2025-04,BROKERAGE,B008,BOND,HNW,403787.06,92871.02,96908.89,214007.14,1726308111.37,0.0002339
2025-04,BROKERAGE,B008,ETF,HNW,858047.5,197350.92,205931.4,454765.17,3221038305.36,0.00026639
2025-04,BROKERAGE,B008,STOCK,INSTITUTION,1957882.69,450313.02,469891.84,1037677.82,8131822695.24,0.00024077
2025-04,BROKERAGE,B008,FUND,INSTITUTION,573862.17,131988.3,137726.92,304146.95,2648294747.49,0.00021669
2025-04,BROKERAGE,B008,BOND,INSTITUTION,270052.78,62112.14,64812.67,143127.98,1557820439.7,0.00017335
2025-04,BROKERAGE,B008,ETF,INSTITUTION,573862.17,131988.3,137726.92,304146.95,2906664966.76,0.00019743
2025-04,BROKERAGE,B009,STOCK,RETAIL,4683929.87,1077303.87,1405178.96,2201447.04,12549109097.59,0.00037325
2025-04,BROKERAGE,B009,FUND,RETAIL,1372876.0,315761.48,411862.8,645251.72,4086874610.32,0.00033592
2025-04,BROKERAGE,B009,BOND,RETAIL,646059.29,148593.64,193817.79,303647.87,2404043888.43,0.00026874
2025-04,BROKERAGE,B009,ETF,RETAIL,1372876.0,315761.48,411862.8,645251.72,4485594084.5,0.00030606
2025-04,BROKERAGE,B009,STOCK,HNW,2091040.12,480939.23,627312.04,982788.86,6436663100.97,0.00032486
2025-04,BROKERAGE,B009,FUND,HNW,612891.07,140964.95,183867.32,288058.8,2096231278.09,0.00029238
2025-04,BROKERAGE,B009,BOND,HNW,288419.33,66336.45,86525.8,135557.08,1233077222.41,0.0002339
2025-04,BROKERAGE,B009,ETF,HNW,612891.07,140964.95,183867.32,288058.8,2300741646.69,0.00026639
2025-04,BROKERAGE,B009,STOCK,INSTITUTION,1398487.63,321652.16,419546.29,657289.19,5808444782.31,0.00024077
2025-04,BROKERAGE,B009,FUND,INSTITUTION,409901.55,94277.36,122970.46,192653.73,1891639105.35,0.00021669
2025-04,BROKERAGE,B009,BOND,INSTITUTION,192894.85,44365.81,57868.45,90660.58,1112728885.5,0.00017335
2025-04,BROKERAGE,B009,ETF,INSTITUTION,409901.55,94277.36,122970.46,192653.73,2076189261.97,0.00019743
2025-04,IB,B001,IB_PROJECT,INSTITUTION,4722893.86,1794699.67,1039036.65,1889157.54,0.0,0.0
2025-04,IB,B002,IB_PROJECT,INSTITUTION,6926911.0,2632226.18,2632226.18,1662458.64,0.0,0.0
2025-04,IB,B003,IB_PROJECT,INSTITUTION,4093174.68,1555406.38,900498.43,1637269.87,0.0,0.0
2025-04,IB,B004,IB_PROJECT,INSTITUTION,3148595.91,1196466.44,692691.1,1259438.36,0.0,0.0
2025-04,IB,B005,IB_PROJECT,INSTITUTION,2833736.32,1076819.8,623421.99,1133494.53,0.0,0.0
2025-04,IB,B006,IB_PROJECT,INSTITUTION,2518876.73,957173.16,554152.88,1007550.69,0.0,0.0
2025-04,IB,B007,IB_PROJECT,INSTITUTION,3463455.5,1316113.09,761960.21,1385382.2,0.0,0.0
2025-04,IB,B008,IB_PROJECT,INSTITUTION,2204017.13,837526.51,484883.77,881606.85,0.0,0.0
2025-04,IB,B009,IB_PROJECT,INSTITUTION,1574297.95,598233.22,346345.55,629719.18,0.0,0.0
2025-04,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5224348.02,1515060.93,1253843.53,2455443.57,0.0,0.0
2025-04,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,7662377.1,2222089.36,3064950.84,2375336.9,0.0,0.0
2025-04,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4527768.29,1313052.8,1086664.39,2128051.09,0.0,0.0
2025-04,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3482898.68,1010040.62,835895.68,1636962.38,0.0,0.0
2025-04,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3134608.81,909036.56,752306.12,1473266.14,0.0,0.0
2025-04,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,2786318.95,808032.49,668716.55,1309569.9,0.0,0.0
2025-04,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,3831188.55,1111044.68,919485.25,1800658.62,0.0,0.0
2025-04,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2438029.08,707028.43,585126.98,1145873.67,0.0,0.0
2025-04,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1741449.34,505020.31,417947.84,818481.19,0.0,0.0
2025-04,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,25799535.0,2063962.8,2579953.5,21155618.7,0.0,0.0
2025-04,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,37839318.0,3027145.44,9838222.68,24973949.88,0.0,0.0
2025-04,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,22359597.0,1788767.76,2235959.7,18334869.54,0.0,0.0
2025-04,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,17199690.0,1375975.2,1719969.0,14103745.8,0.0,0.0
2025-04,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,15479721.0,1238377.68,1547972.1,12693371.22,0.0,0.0
2025-04,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,13759752.0,1100780.16,1375975.2,11282996.64,0.0,0.0
2025-04,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,18919659.0,1513572.72,1891965.9,15514120.38,0.0,0.0
2025-04,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,12039783.0,963182.64,1203978.3,9872622.06,0.0,0.0
2025-04,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8599845.0,687987.6,859984.5,7051872.9,0.0,0.0
2025-04,MARGIN,B001,MARGIN_FINANCING,HNW,23078567.16,4154142.09,4154142.09,14770282.98,291396049999.44,7.92e-05
2025-04,MARGIN,B002,MARGIN_FINANCING,HNW,33848565.17,6092741.73,11508512.16,16247311.28,427380873332.52,7.92e-05
2025-04,MARGIN,B003,MARGIN_FINANCING,HNW,20001424.87,3600256.48,3600256.48,12800911.92,252543243332.85,7.92e-05
2025-04,MARGIN,B004,MARGIN_FINANCING,HNW,15385711.44,2769428.06,2769428.06,9846855.32,194264033332.96,7.92e-05
2025-04,MARGIN,B005,MARGIN_FINANCING,HNW,13847140.3,2492485.25,2492485.25,8862169.79,174837629999.67,7.92e-05
2025-04,MARGIN,B006,MARGIN_FINANCING,HNW,12308569.15,2215542.45,2215542.45,7877484.26,155411226666.37,7.92e-05
2025-04,MARGIN,B007,MARGIN_FINANCING,HNW,16924282.58,3046370.87,3046370.87,10831540.85,213690436666.26,7.92e-05
2025-04,MARGIN,B008,MARGIN_FINANCING,HNW,10769998.01,1938599.64,1938599.64,6892798.73,135984823333.07,7.92e-05
2025-04,MARGIN,B009,MARGIN_FINANCING,HNW,7692855.72,1384714.03,1384714.03,4923427.66,97132016666.48,7.92e-05
2025-04,WEALTH,B001,WEALTH_PRODUCT,HNW,8121226.91,3410915.3,2761217.15,1949094.46,0.0,0.0
2025-04,WEALTH,B002,WEALTH_PRODUCT,HNW,11911132.8,5002675.78,5955566.4,952890.62,0.0,0.0
2025-04,WEALTH,B003,WEALTH_PRODUCT,HNW,5630717.33,2364901.28,1914443.89,1351372.16,0.0,0.0
2025-04,WEALTH,B004,WEALTH_PRODUCT,HNW,4331321.02,1819154.83,1472649.15,1039517.04,0.0,0.0
2025-04,WEALTH,B005,WEALTH_PRODUCT,HNW,4872736.15,2046549.18,1656730.29,1169456.68,0.0,0.0
2025-04,WEALTH,B006,WEALTH_PRODUCT,HNW,3465056.82,1455323.86,1178119.32,831613.64,0.0,0.0
2025-04,WEALTH,B007,WEALTH_PRODUCT,HNW,4764453.12,2001070.31,1619914.06,1143468.75,0.0,0.0
2025-04,WEALTH,B008,WEALTH_PRODUCT,HNW,3031924.71,1273408.38,1030854.4,727661.93,0.0,0.0
2025-04,WEALTH,B009,WEALTH_PRODUCT,HNW,2165660.51,909577.41,736324.57,519758.52,0.0,0.0
2025-04,HQ,B001,HQ_SERVICE,INSTITUTION,8887500.0,5776875.0,6399000.0,-3288375.0,0.0,0.0
2025-04,HQ,B002,HQ_SERVICE,INSTITUTION,13035000.0,8472750.0,11470800.0,-6908550.0,0.0,0.0
2025-04,HQ,B003,HQ_SERVICE,INSTITUTION,7702500.0,5006625.0,5545800.0,-2849925.0,0.0,0.0
2025-04,HQ,B004,HQ_SERVICE,INSTITUTION,5925000.0,3851250.0,4266000.0,-2192250.0,0.0,0.0
2025-04,HQ,B005,HQ_SERVICE,INSTITUTION,5332500.0,3466125.0,3839400.0,-1973025.0,0.0,0.0
2025-04,HQ,B006,HQ_SERVICE,INSTITUTION,4740000.0,3081000.0,3412800.0,-1753800.0,0.0,0.0
2025-04,HQ,B007,HQ_SERVICE,INSTITUTION,6517500.0,4236375.0,4692600.0,-2411475.0,0.0,0.0
2025-04,HQ,B008,HQ_SERVICE,INSTITUTION,4147500.0,2695875.0,2986200.0,-1534575.0,0.0,0.0
2025-04,HQ,B009,HQ_SERVICE,INSTITUTION,2962500.0,1925625.0,2133000.0,-1096125.0,0.0,0.0
2025-05,BROKERAGE,B001,STOCK,RETAIL,14941143.39,3436462.98,3585874.41,7918806.0,40030069526.48,0.00037325
2025-05,BROKERAGE,B001,FUND,RETAIL,4379300.65,1007239.15,1051032.16,2321029.34,13036612681.04,0.00033592
2025-05,BROKERAGE,B001,BOND,RETAIL,2060847.36,473994.89,494603.37,1092249.1,7668595694.73,0.00026874
2025-05,BROKERAGE,B001,ETF,RETAIL,4379300.65,1007239.15,1051032.16,2321029.34,14308477332.85,0.00030606
2025-05,BROKERAGE,B001,STOCK,HNW,6670153.3,1534135.26,1600836.79,3535181.25,20532140524.6,0.00032486
2025-05,BROKERAGE,B001,FUND,HNW,1955044.93,449660.33,469210.78,1036173.81,6686712431.38,0.00029238
2025-05,BROKERAGE,B001,BOND,HNW,920021.14,211604.86,220805.07,487611.21,3933360253.75,0.0002339
2025-05,BROKERAGE,B001,ETF,HNW,1955044.93,449660.33,469210.78,1036173.81,7339074619.81,0.00026639
2025-05,BROKERAGE,B001,STOCK,INSTITUTION,4460998.53,1026029.66,1070639.65,2364329.22,18528203609.4,0.00024077
2025-05,BROKERAGE,B001,FUND,INSTITUTION,1307534.05,300732.83,313808.17,692993.05,6034089298.08,0.00021669
2025-05,BROKERAGE,B001,BOND,INSTITUTION,615310.14,141521.33,147674.43,326114.38,3549464292.99,0.00017335
2025-05,BROKERAGE,B001,ETF,INSTITUTION,1307534.05,300732.83,313808.17,692993.05,6622780936.92,0.00019743
2025-05,BROKERAGE,B002,STOCK,RETAIL,23510897.06,5407506.32,9404358.82,8699031.91,79741205601.05,0.00029484
2025-05,BROKERAGE,B002,FUND,RETAIL,6891125.0,1584958.75,2756450.0,2549716.25,25969358145.94,0.00026536
2025-05,BROKERAGE,B002,BOND,RETAIL,3242882.35,745862.94,1297152.94,1199866.47,15276093027.02,0.00021228
2025-05,BROKERAGE,B002,ETF,RETAIL,6891125.0,1584958.75,2756450.0,2549716.25,28502954062.61,0.00024177
2025-05,BROKERAGE,B002,STOCK,HNW,10495936.19,2414065.32,4198374.47,3883496.39,40900694362.24,0.00025662
2025-05,BROKERAGE,B002,FUND,HNW,3076395.09,707570.87,1230558.04,1138266.18,13320149504.94,0.00023096
2025-05,BROKERAGE,B002,BOND,HNW,1447715.34,332974.53,579086.13,535654.67,7835382061.73,0.00018477
2025-05,BROKERAGE,B002,ETF,HNW,3076395.09,707570.87,1230558.04,1138266.18,14619676285.92,0.00021043
2025-05,BROKERAGE,B002,STOCK,INSTITUTION,7405378.94,1703237.16,2962151.58,2739990.21,36908786592.49,0.00020064
2025-05,BROKERAGE,B002,FUND,INSTITUTION,2170542.1,499224.68,868216.84,803100.58,12020102913.26,0.00018058
2025-05,BROKERAGE,B002,BOND,INSTITUTION,1021431.58,234929.26,408572.63,377929.68,7070648772.51,0.00014446
2025-05,BROKERAGE,B002,ETF,INSTITUTION,2170542.1,499224.68,868216.84,803100.58,13192795880.41,0.00016452
2025-05,BROKERAGE,B003,STOCK,RETAIL,12948990.94,2978267.92,3107757.83,6862965.2,36518659918.89,0.00035459
2025-05,BROKERAGE,B003,FUND,RETAIL,3795393.9,872940.6,910894.53,2011558.76,11893050165.16,0.00031913
2025-05,BROKERAGE,B003,BOND,RETAIL,1786067.72,410795.57,428656.25,946615.89,6995911861.86,0.0002553
2025-05,BROKERAGE,B003,ETF,RETAIL,3795393.9,872940.6,910894.53,2011558.76,13053347742.24,0.00029076
2025-05,BROKERAGE,B003,STOCK,HNW,5780799.53,1329583.89,1387391.89,3063823.75,18731075566.3,0.00030862
2025-05,BROKERAGE,B003,FUND,HNW,1694372.27,389705.62,406649.35,898017.31,6100158709.33,0.00027776
2025-05,BROKERAGE,B003,BOND,HNW,797351.66,183390.88,191364.4,422596.38,3588328652.55,0.00022221
2025-05,BROKERAGE,B003,ETF,HNW,1694372.27,389705.62,406649.35,898017.31,6695296144.39,0.00025307
2025-05,BROKERAGE,B003,STOCK,INSTITUTION,3866198.72,889225.71,927887.69,2049085.32,16902922591.03,0.00022873
2025-05,BROKERAGE,B003,FUND,INSTITUTION,1133196.18,260635.12,271967.08,600593.97,5504783219.3,0.00020586
2025-05,BROKERAGE,B003,BOND,INSTITUTION,533268.79,122651.82,127984.51,282632.46,3238107776.06,0.00016469
2025-05,BROKERAGE,B003,ETF,INSTITUTION,1133196.18,260635.12,271967.08,600593.97,6041835240.7,0.00018756
