period,branch_id,branch_name,customer_segment,product_type,budget_revenue,actual_revenue,budget_trade_volume,actual_trade_volume,budget_commission_rate,actual_commission_rate,total_variance,volume_effect,rate_effect,mix_effect,explanation
2025-03,B001,深圳营业部,RETAIL,BOND,2295971.14,1987245.67,8201771602.77,7394717277.06,0.00027994,0.00026874,-308725.47,-225926.79,-82820.83,22.15,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,RETAIL,ETF,4878938.66,4222897.05,15303305551.51,13797460285.24,0.00031882,0.00030606,-656041.61,-480093.59,-176055.59,107.57,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,HNW,STOCK,7431156.58,6431933.54,21959682554.99,19798849791.58,0.0003384,0.00032486,-999223.04,-731225.81,-268076.43,79.19,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,HNW,FUND,2178097.62,1885221.9,7151620755.46,6447901273.12,0.00030456,0.00029238,-292875.72,-214324.81,-78535.44,-15.48,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,HNW,BOND,1024987.11,887163.25,4206835738.5,3792883101.83,0.00024365,0.0002339,-137823.86,-100859.56,-36980.61,16.31,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,HNW,ETF,2178097.62,1885221.9,7849339853.55,7076964811.96,0.00027749,0.00026639,-292875.72,-214326.35,-78554.31,4.94,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,INSTITUTION,STOCK,5647679.0,4301677.15,20642101601.69,17866482051.92,0.0002736,0.00024077,-1346001.85,-759409.51,-586556.61,-35.74,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,INSTITUTION,FUND,1655354.19,1260836.41,6722523510.13,5818586108.86,0.00024624,0.00021669,-394517.78,-222585.55,-171939.22,6.99,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,INSTITUTION,BOND,778990.21,593334.78,3954425594.19,3422697711.1,0.00019699,0.00017335,-185655.43,-104745.08,-80912.57,2.22,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B001,深圳营业部,INSTITUTION,ETF,1655354.19,1260836.41,7378379462.34,6386253046.31,0.00022435,0.00019743,-394517.78,-222583.56,-171917.93,-16.29,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,RETAIL,STOCK,28808315.16,22671222.16,88914552961.4,76893305401.02,0.000324,0.00029484,-6137093.0,-3894884.21,-2242208.79,-0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,RETAIL,FUND,8443816.51,6645013.39,28956846749.88,25041881069.3,0.0002916,0.00026536,-1798803.12,-1141603.99,-657098.96,-100.17,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,RETAIL,BOND,3973560.71,3127065.13,17033439264.64,14730518276.06,0.00023328,0.00021228,-846495.58,-537225.41,-309340.88,70.71,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,RETAIL,ETF,8443816.51,6645013.39,31781904969.38,27484991417.52,0.00026568,0.00024177,-1798803.12,-1141603.99,-657166.14,-32.98,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,HNW,STOCK,12860854.98,10121081.32,45605868730.2,39439955277.88,0.000282,0.00025662,-2739773.66,-1738787.59,-1000986.06,-0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,HNW,FUND,3769560.94,2966523.84,14852485984.93,12844429879.77,0.0002538,0.00023096,-803037.1,-509644.64,-293366.78,-25.68,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,HNW,BOND,1773911.03,1396011.22,8736756461.72,7555546988.1,0.00020304,0.00018477,-377899.81,-239832.77,-138039.84,-27.2,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,HNW,ETF,3769560.94,2966523.84,16301509007.85,14097544989.99,0.00023124,0.00021043,-803037.1,-509644.64,-293369.91,-22.55,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,INSTITUTION,STOCK,9774249.79,7140901.12,42869516606.39,35590615642.76,0.000228,0.00020064,-2633348.67,-1659589.42,-973759.24,-0.01,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,INSTITUTION,FUND,2864866.32,2093022.74,13961336825.84,11590813523.5,0.0002052,0.00018058,-771843.58,-486431.38,-285365.83,-46.37,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,INSTITUTION,BOND,1348172.38,984951.88,8212551074.02,6818125602.06,0.00016416,0.00014446,-363220.5,-228908.89,-134317.07,5.46,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B002,上海营业部,INSTITUTION,ETF,2864866.32,2093022.74,15323418467.38,12721624598.97,0.00018696,0.00016452,-771843.58,-486431.38,-285473.26,61.06,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,RETAIL,STOCK,14426351.97,12486526.98,39057699716.78,35214422064.65,0.00036936,0.00035459,-1939824.99,-1419553.03,-520117.01,-154.94,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,RETAIL,FUND,4228413.51,3659844.11,12719940520.79,11468298373.54,0.00033242,0.00031913,-568569.4,-416070.88,-152413.69,-84.83,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,RETAIL,BOND,1989841.65,1722279.58,7482317953.41,6746057866.79,0.00026594,0.0002553,-267562.07,-195801.01,-71778.06,16.99,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,RETAIL,ETF,4228413.51,3659844.11,13960910327.7,12587156751.45,0.00030288,0.00029076,-568569.4,-416082.48,-152556.34,69.42,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,HNW,STOCK,6440335.7,5574342.4,20033394611.57,18062108581.79,0.00032148,0.00030862,-865993.3,-633729.03,-232278.72,14.45,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,HNW,FUND,1887684.6,1633858.98,6524285601.47,5882295898.28,0.00028933,0.00027776,-253825.62,-185746.88,-68058.16,-20.58,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,HNW,BOND,888322.17,768874.81,3837815059.69,3460174057.81,0.00023147,0.00022221,-119447.36,-87412.56,-32041.21,6.41,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,HNW,ETF,1887684.6,1633858.98,7160801269.9,6456178424.95,0.00026361,0.00025307,-253825.62,-185745.63,-68048.12,-31.87,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,INSTITUTION,STOCK,4894655.13,3728120.2,18831390934.87,16299246784.21,0.00025992,0.00022873,-1166534.93,-658154.91,-508373.51,-6.52,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,INSTITUTION,FUND,1434640.3,1092724.89,6132828465.38,5308183818.61,0.00023393,0.00020586,-341915.41,-192909.12,-149000.72,-5.57,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,INSTITUTION,BOND,675124.85,514223.48,3607546156.11,3122461069.77,0.00018714,0.00016469,-160901.37,-90778.82,-70099.25,-23.3,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B003,北京营业部,INSTITUTION,ETF,1434640.3,1092724.89,6731153193.71,5826055410.67,0.00021313,0.00018756,-341915.41,-192903.49,-148972.24,-39.68,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,RETAIL,STOCK,11097193.82,9605020.75,28542165177.64,25733616124.16,0.0003888,0.00037325,-1492173.07,-1091963.87,-400157.73,-51.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,RETAIL,FUND,3252625.78,2815264.7,9295341149.81,8380679580.67,0.00034992,0.00033592,-437361.08,-320058.38,-117329.51,26.81,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,RETAIL,BOND,1530647.42,1324830.45,5467847735.18,4929811518.04,0.00027994,0.00026874,-205816.97,-150617.86,-55213.89,14.78,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,RETAIL,ETF,3252625.78,2815264.7,10202203701.01,9198306856.83,0.00031882,0.00030606,-437361.08,-320062.39,-117370.4,71.71,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,HNW,STOCK,4954104.38,4287955.69,14639788369.99,13199233194.39,0.0003384,0.00032486,-666148.69,-487483.87,-178717.62,52.8,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,HNW,FUND,1452065.08,1256814.6,4767747170.3,4298600848.75,0.00030456,0.00029238,-195250.48,-142883.2,-52356.96,-10.32,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,HNW,BOND,683324.74,591442.16,2804557159.0,2528588734.56,0.00024365,0.0002339,-91882.58,-67239.71,-24653.74,10.87,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,HNW,ETF,1452065.08,1256814.6,5232893235.7,4717976541.31,0.00027749,0.00026639,-195250.48,-142884.23,-52369.54,3.29,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,INSTITUTION,STOCK,3765119.33,2867784.77,13761401067.79,11910988034.61,0.0002736,0.00024077,-897334.56,-506273.01,-391037.74,-23.82,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,INSTITUTION,FUND,1103569.46,840557.6,4481682340.09,3879057405.91,0.00024624,0.00021669,-263011.86,-148390.36,-114626.15,4.65,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,INSTITUTION,BOND,519326.8,395556.52,2636283729.46,2281798474.06,0.00019699,0.00017335,-123770.28,-69830.05,-53941.72,1.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B004,广州营业部,INSTITUTION,ETF,1103569.46,840557.6,4918919641.56,4257502030.88,0.00022435,0.00019743,-263011.86,-148389.04,-114611.95,-10.86,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,RETAIL,STOCK,9987474.44,8644518.68,25687948659.88,23160254511.75,0.0003888,0.00037325,-1342955.76,-982767.48,-360141.96,-46.32,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,RETAIL,FUND,2927363.2,2533738.23,8365807034.83,7542611622.6,0.00034992,0.00033592,-393624.97,-288052.54,-105596.56,24.13,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,RETAIL,BOND,1377582.68,1192347.4,4921062961.66,4436830366.24,0.00027994,0.00026874,-185235.28,-135556.07,-49692.5,13.29,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,RETAIL,ETF,2927363.2,2533738.23,9181983330.91,8278476171.15,0.00031882,0.00030606,-393624.97,-288056.15,-105633.36,64.54,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,HNW,STOCK,4458693.95,3859160.12,13175809532.99,11879309874.95,0.0003384,0.00032486,-599533.83,-438735.48,-160845.86,47.51,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,HNW,FUND,1306858.57,1131133.14,4290972453.27,3868740763.87,0.00030456,0.00029238,-175725.43,-128594.88,-47121.26,-9.28,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,HNW,BOND,614992.27,532297.95,2524101443.1,2275729861.1,0.00024365,0.0002339,-82694.32,-60515.74,-22188.37,9.78,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,HNW,ETF,1306858.57,1131133.14,4709603912.13,4246178887.18,0.00027749,0.00026639,-175725.43,-128595.81,-47132.59,2.97,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,INSTITUTION,STOCK,3388607.4,2581006.29,12385260961.01,10719889231.15,0.0002736,0.00024077,-807601.11,-455645.71,-351933.96,-21.44,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,INSTITUTION,FUND,993212.51,756501.84,4033514106.08,3491151665.32,0.00024624,0.00021669,-236710.67,-133551.33,-103163.53,4.19,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,INSTITUTION,BOND,467394.12,356000.87,2372655356.52,2053618626.66,0.00019699,0.00017335,-111393.25,-62847.05,-48547.54,1.34,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B005,杭州营业部,INSTITUTION,ETF,993212.51,756501.84,4427027677.4,3831751827.79,0.00022435,0.00019743,-236710.67,-133550.14,-103150.76,-9.77,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,RETAIL,STOCK,8877755.06,7684016.6,22833732142.12,20586892899.33,0.0003888,0.00037325,-1193738.46,-873571.1,-320126.18,-41.18,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,RETAIL,FUND,2602100.62,2252211.76,7436272919.85,6704543664.53,0.00034992,0.00033592,-349888.86,-256046.7,-93863.61,21.45,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,RETAIL,BOND,1224517.94,1059864.36,4374278188.14,3943849214.43,0.00027994,0.00026874,-164653.58,-120494.29,-44171.11,11.82,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,RETAIL,ETF,2602100.62,2252211.76,8161762960.81,7358645485.46,0.00031882,0.00030606,-349888.86,-256049.91,-93896.32,57.37,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,HNW,STOCK,3963283.51,3430364.55,11711830695.99,10559386555.51,0.0003384,0.00032486,-532918.96,-389987.1,-142974.09,42.23,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,HNW,FUND,1161652.06,1005451.68,3814197736.24,3438880679.0,0.00030456,0.00029238,-156200.38,-114306.56,-41885.57,-8.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,HNW,BOND,546659.79,473153.73,2243645727.2,2022870987.65,0.00024365,0.0002339,-73506.06,-53791.77,-19722.99,8.7,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,HNW,ETF,1161652.06,1005451.68,4186314588.56,3774381233.05,0.00027749,0.00026639,-156200.38,-114307.39,-41895.63,2.64,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,INSTITUTION,STOCK,3012095.47,2294227.81,11009120854.23,9528790427.69,0.0002736,0.00024077,-717867.66,-405018.4,-312830.19,-19.07,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,INSTITUTION,FUND,882855.57,672446.08,3585345872.07,3103245924.73,0.00024624,0.00021669,-210409.49,-118712.29,-91700.92,3.72,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,INSTITUTION,BOND,415461.44,316445.22,2109026983.57,1825438779.25,0.00019699,0.00017335,-99016.22,-55864.04,-43153.37,1.19,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B006,成都营业部,INSTITUTION,ETF,882855.57,672446.08,3935135713.25,3406001624.7,0.00022435,0.00019743,-210409.49,-118711.23,-91689.56,-8.69,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,RETAIL,STOCK,12206913.2,10565522.83,31396381695.41,28306977736.58,0.0003888,0.00037325,-1641390.37,-1201160.26,-440173.5,-56.61,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,RETAIL,FUND,3577888.35,3096791.17,10224875264.79,9218747538.73,0.00034992,0.00033592,-481097.18,-352064.21,-129062.47,29.5,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,RETAIL,BOND,1683712.17,1457313.49,6014632508.7,5422792669.84,0.00027994,0.00026874,-226398.68,-165679.64,-60735.28,16.24,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,RETAIL,ETF,3577888.35,3096791.17,11222424071.11,10118137542.51,0.00031882,0.00030606,-481097.18,-352068.63,-129107.44,78.89,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,HNW,STOCK,5449514.82,4716751.26,16103767206.99,14519156513.82,0.0003384,0.00032486,-732763.56,-536232.26,-196589.38,58.08,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,HNW,FUND,1597271.59,1382496.06,5244521887.33,4728460933.62,0.00030456,0.00029238,-214775.53,-157171.52,-57592.65,-11.35,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,HNW,BOND,751657.22,650586.38,3085012874.9,2781447608.01,0.00024365,0.0002339,-101070.84,-73963.68,-27119.11,11.95,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,HNW,ETF,1597271.59,1382496.06,5756182559.27,5189774195.44,0.00027749,0.00026639,-214775.53,-157172.66,-57606.49,3.62,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,INSTITUTION,STOCK,4141631.27,3154563.24,15137541174.57,13102086838.07,0.0002736,0.00024077,-987068.03,-556900.31,-430141.51,-26.21,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,INSTITUTION,FUND,1213926.41,924613.36,4929850574.09,4266963146.5,0.00024624,0.00021669,-289313.05,-163229.4,-126088.76,5.11,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,INSTITUTION,BOND,571259.48,435112.17,2899912102.41,2509978321.47,0.00019699,0.00017335,-136147.31,-76813.06,-59335.89,1.63,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B007,武汉营业部,INSTITUTION,ETF,1213926.41,924613.36,5410811605.71,4683252233.96,0.00022435,0.00019743,-289313.05,-163227.95,-126073.15,-11.95,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,RETAIL,STOCK,7768035.67,6723514.53,19979515624.35,18013531286.91,0.0003888,0.00037325,-1044521.14,-764374.71,-280110.41,-36.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,RETAIL,FUND,2276838.04,1970685.29,6506738804.87,5866475706.47,0.00034992,0.00033592,-306152.75,-224040.86,-82130.66,18.77,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,RETAIL,BOND,1071453.2,927381.31,3827493414.63,3450868062.63,0.00027994,0.00026874,-144071.89,-105432.5,-38649.72,10.33,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,RETAIL,ETF,2276838.04,1970685.29,7141542590.71,6438814799.78,0.00031882,0.00030606,-306152.75,-224043.67,-82159.28,50.2,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,HNW,STOCK,3467873.07,3001568.98,10247851858.99,9239463236.07,0.0003384,0.00032486,-466304.09,-341238.71,-125102.33,36.95,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,HNW,FUND,1016445.55,879770.22,3337423019.21,3009020594.12,0.00030456,0.00029238,-136675.33,-100018.24,-36649.87,-7.22,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,HNW,BOND,478327.32,414009.52,1963190011.3,1770012114.19,0.00024365,0.0002339,-64317.8,-47067.79,-17257.62,7.61,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,HNW,ETF,1016445.55,879770.22,3663025264.99,3302583578.91,0.00027749,0.00026639,-136675.33,-100018.96,-36658.68,2.31,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,INSTITUTION,STOCK,2635583.53,2007449.34,9632980747.45,8337691624.23,0.0002736,0.00024077,-628134.19,-354391.1,-273726.42,-16.67,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,INSTITUTION,FUND,772498.62,588390.32,3137177638.06,2715340184.14,0.00024624,0.00021669,-184108.3,-103873.25,-80238.3,3.26,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,INSTITUTION,BOND,363528.76,276889.56,1845398610.62,1597258931.84,0.00019699,0.00017335,-86639.2,-48881.04,-37759.2,1.04,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B008,南京营业部,INSTITUTION,ETF,772498.62,588390.32,3443243749.09,2980251421.61,0.00022435,0.00019743,-184108.3,-103872.33,-80228.37,-7.6,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,RETAIL,STOCK,5548596.91,4802510.38,14271082588.82,12866808062.08,0.0003888,0.00037325,-746086.53,-545981.94,-200078.87,-25.73,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,RETAIL,FUND,1626312.89,1407632.35,4647670574.9,4190339790.33,0.00034992,0.00033592,-218680.54,-160029.19,-58664.76,13.41,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,RETAIL,BOND,765323.71,662415.22,2733923867.59,2464905759.02,0.00027994,0.00026874,-102908.49,-75308.93,-27606.94,7.38,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,RETAIL,ETF,1626312.89,1407632.35,5101101850.5,4599153428.41,0.00031882,0.00030606,-218680.54,-160031.2,-58685.2,35.85,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,HNW,STOCK,2477052.19,2143977.85,7319894185.0,6599616597.19,0.0003384,0.00032486,-333074.34,-243741.94,-89358.81,26.4,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,HNW,FUND,726032.54,628407.3,2383873585.15,2149300424.37,0.00030456,0.00029238,-97625.24,-71441.6,-26178.48,-5.16,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,HNW,BOND,341662.37,295721.08,1402278579.5,1264294367.28,0.00024365,0.0002339,-45941.29,-33619.85,-12326.87,5.43,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,HNW,ETF,726032.54,628407.3,2616446617.85,2358988270.65,0.00027749,0.00026639,-97625.24,-71442.12,-26184.77,1.65,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,INSTITUTION,STOCK,1882559.67,1433892.38,6880700533.9,5955494017.31,0.0002736,0.00024077,-448667.29,-253136.5,-195518.87,-11.92,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,INSTITUTION,FUND,551784.73,420278.8,2240841170.04,1939528702.95,0.00024624,0.00021669,-131505.93,-74195.18,-57313.07,2.33,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,INSTITUTION,BOND,259663.4,197778.26,1318141864.73,1140899237.03,0.00019699,0.00017335,-61885.14,-34915.03,-26970.86,0.74,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-03,B009,重庆营业部,INSTITUTION,ETF,551784.73,420278.8,2459459820.78,2128751015.44,0.00022435,0.00019743,-131505.93,-74194.52,-57305.98,-5.43,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-04,B001,深圳营业部,RETAIL,STOCK,16234783.55,14051789.62,41756130537.66,37647327292.76,0.0003888,0.00037325,-2182993.93,-1597502.7,-585415.94,-75.29,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
