period,biz_line_id,branch_id,product_type,customer_segment,budget_revenue,budget_direct_cost,budget_allocated_expense,budget_profit,budget_trade_volume,budget_commission_rate
2025-04,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,25283544.3,2022683.54,2528354.43,20732506.33,0.0,0.0
2025-04,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,37082531.64,2966602.53,3708253.16,30407675.95,0.0,0.0
2025-04,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,21912405.06,1752992.4,2191240.51,17968172.15,0.0,0.0
2025-04,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,16855696.2,1348455.7,1685569.62,13821670.88,0.0,0.0
2025-04,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,15170126.58,1213610.13,1517012.66,12439503.8,0.0,0.0
2025-04,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,13484556.96,1078764.56,1348455.7,11057336.71,0.0,0.0
2025-04,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,18541265.82,1483301.27,1854126.58,15203837.97,0.0,0.0
2025-04,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,11798987.34,943918.99,1179898.73,9675169.62,0.0,0.0
2025-04,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8427848.1,674227.85,842784.81,6910835.44,0.0,0.0
2025-04,MARGIN,B001,MARGIN_FINANCING,HNW,26490550.0,4768299.0,4768299.0,16953952.0,331131874999.37,0.0
2025-04,MARGIN,B002,MARGIN_FINANCING,HNW,38852806.67,6993505.2,6993505.2,24865796.27,485660083332.41,0.0
2025-04,MARGIN,B003,MARGIN_FINANCING,HNW,22958476.67,4132525.8,4132525.8,14693425.07,286980958332.79,0.0
2025-04,MARGIN,B004,MARGIN_FINANCING,HNW,17660366.67,3178866.0,3178866.0,11302634.67,220754583332.91,0.0
2025-04,MARGIN,B005,MARGIN_FINANCING,HNW,15894330.0,2860979.4,2860979.4,10172371.2,198679124999.62,0.0
2025-04,MARGIN,B006,MARGIN_FINANCING,HNW,14128293.33,2543092.8,2543092.8,9042107.73,176603666666.33,0.0
2025-04,MARGIN,B007,MARGIN_FINANCING,HNW,19426403.33,3496752.6,3496752.6,12432898.13,242830041666.2,0.0
2025-04,MARGIN,B008,MARGIN_FINANCING,HNW,12362256.67,2225206.2,2225206.2,7911844.27,154528208333.04,0.0
2025-04,MARGIN,B009,MARGIN_FINANCING,HNW,8830183.33,1589433.0,1589433.0,5651317.33,110377291666.46,0.0
2025-04,WEALTH,B001,WEALTH_PRODUCT,HNW,7123883.26,2137164.98,1852209.65,3134508.63,0.0,0.0
2025-04,WEALTH,B002,WEALTH_PRODUCT,HNW,10448362.11,3134508.63,2716574.15,4597279.33,0.0,0.0
2025-04,WEALTH,B003,WEALTH_PRODUCT,HNW,4939225.72,1481767.72,1284198.69,2173259.32,0.0,0.0
2025-04,WEALTH,B004,WEALTH_PRODUCT,HNW,3799404.4,1139821.32,987845.14,1671737.94,0.0,0.0
2025-04,WEALTH,B005,WEALTH_PRODUCT,HNW,4274329.95,1282298.99,1111325.79,1880705.18,0.0,0.0
2025-04,WEALTH,B006,WEALTH_PRODUCT,HNW,3039523.52,911857.06,790276.12,1337390.35,0.0,0.0
2025-04,WEALTH,B007,WEALTH_PRODUCT,HNW,4179344.84,1253803.45,1086629.66,1838911.73,0.0,0.0
2025-04,WEALTH,B008,WEALTH_PRODUCT,HNW,2659583.08,797874.92,691491.6,1170216.56,0.0,0.0
2025-04,WEALTH,B009,WEALTH_PRODUCT,HNW,1899702.2,569910.66,493922.57,835868.97,0.0,0.0
2025-04,HQ,B001,HQ_SERVICE,INSTITUTION,8532000.0,5545800.0,6143040.0,-3156840.0,0.0,0.0
2025-04,HQ,B002,HQ_SERVICE,INSTITUTION,12513600.0,8133840.0,9009792.0,-4630032.0,0.0,0.0
2025-04,HQ,B003,HQ_SERVICE,INSTITUTION,7394400.0,4806360.0,5323968.0,-2735928.0,0.0,0.0
2025-04,HQ,B004,HQ_SERVICE,INSTITUTION,5688000.0,3697200.0,4095360.0,-2104560.0,0.0,0.0
2025-04,HQ,B005,HQ_SERVICE,INSTITUTION,5119200.0,3327480.0,3685824.0,-1894104.0,0.0,0.0
2025-04,HQ,B006,HQ_SERVICE,INSTITUTION,4550400.0,2957760.0,3276288.0,-1683648.0,0.0,0.0
2025-04,HQ,B007,HQ_SERVICE,INSTITUTION,6256800.0,4066920.0,4504896.0,-2315016.0,0.0,0.0
2025-04,HQ,B008,HQ_SERVICE,INSTITUTION,3981600.0,2588040.0,2866752.0,-1473192.0,0.0,0.0
2025-04,HQ,B009,HQ_SERVICE,INSTITUTION,2844000.0,1848600.0,2047680.0,-1052280.0,0.0,0.0
2025-05,BROKERAGE,B001,STOCK,RETAIL,53147479.99,12223920.4,12755395.2,28168164.39,147631888849.88,0.00036
2025-05,BROKERAGE,B002,STOCK,RETAIL,91980572.03,21155531.57,22075337.29,48749703.18,306601906763.44,0.0003
2025-05,BROKERAGE,B003,STOCK,RETAIL,46061149.32,10594064.34,11054675.84,24412409.14,134681723161.3,0.000342
2025-05,BROKERAGE,B004,STOCK,RETAIL,35431653.32,8149280.26,8503596.8,18778776.26,98421259233.26,0.00036
2025-05,BROKERAGE,B005,STOCK,RETAIL,31888487.99,7334352.24,7653237.12,16900898.64,88579133309.93,0.00036
2025-05,BROKERAGE,B006,STOCK,RETAIL,28345322.66,6519424.21,6802877.44,15023021.01,78737007386.6,0.00036
2025-05,BROKERAGE,B007,STOCK,RETAIL,38974818.66,8964208.29,9353956.48,20656653.89,108263385156.58,0.00036
2025-05,BROKERAGE,B008,STOCK,RETAIL,24802157.33,5704496.19,5952517.76,13145143.38,68894881463.28,0.00036
2025-05,BROKERAGE,B009,STOCK,RETAIL,17715826.66,4074640.13,4251798.4,9389388.13,49210629616.63,0.00036
2025-05,IB,B001,IB_PROJECT,INSTITUTION,5172465.53,1965536.9,1137942.42,2068986.21,0.0,0.0
2025-05,IB,B002,IB_PROJECT,INSTITUTION,7586282.78,2882787.45,1668982.21,3034513.11,0.0,0.0
2025-05,IB,B003,IB_PROJECT,INSTITUTION,4482803.46,1703465.31,986216.76,1793121.38,0.0,0.0
2025-05,IB,B004,IB_PROJECT,INSTITUTION,3448310.35,1310357.93,758628.28,1379324.14,0.0,0.0
2025-05,IB,B005,IB_PROJECT,INSTITUTION,3103479.32,1179322.14,682765.45,1241391.73,0.0,0.0
2025-05,IB,B006,IB_PROJECT,INSTITUTION,2758648.28,1048286.35,606902.62,1103459.31,0.0,0.0
2025-05,IB,B007,IB_PROJECT,INSTITUTION,3793141.39,1441393.73,834491.11,1517256.56,0.0,0.0
2025-05,IB,B008,IB_PROJECT,INSTITUTION,2413817.25,917250.55,531039.79,965526.9,0.0,0.0
2025-05,IB,B009,IB_PROJECT,INSTITUTION,1724155.18,655178.97,379314.14,689662.07,0.0,0.0
2025-05,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5443902.9,1578731.84,1306536.7,2558634.36,0.0,0.0
2025-05,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,7984390.92,2315473.37,1916253.82,3752663.73,0.0,0.0
2025-05,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4718049.18,1368234.26,1132331.8,2217483.12,0.0,0.0
2025-05,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3629268.6,1052487.89,871024.46,1705756.24,0.0,0.0
2025-05,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3266341.74,947239.11,783922.02,1535180.62,0.0,0.0
2025-05,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,2903414.88,841990.32,696819.57,1364604.99,0.0,0.0
2025-05,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,3992195.46,1157736.68,958126.91,1876331.87,0.0,0.0
2025-05,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2540488.02,736741.53,609717.13,1194029.37,0.0,0.0
2025-05,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1814634.3,526243.95,435512.23,852878.12,0.0,0.0
2025-05,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,26883768.62,2150701.49,2688376.86,22044690.27,0.0,0.0
2025-05,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,39429527.31,3154362.19,3942952.73,32332212.4,0.0,0.0
2025-05,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,23299266.14,1863941.29,2329926.61,19105398.24,0.0,0.0
2025-05,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,17922512.42,1433800.99,1792251.24,14696460.18,0.0,0.0
2025-05,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,16130261.17,1290420.89,1613026.12,13226814.16,0.0,0.0
2025-05,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,14338009.93,1147040.79,1433800.99,11757168.14,0.0,0.0
2025-05,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,19714763.66,1577181.09,1971476.37,16166106.2,0.0,0.0
2025-05,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,12545758.69,1003660.7,1254575.87,10287522.13,0.0,0.0
2025-05,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8961256.21,716900.5,896125.62,7348230.09,0.0,0.0
2025-05,MARGIN,B001,MARGIN_FINANCING,HNW,28167167.09,5070090.08,5070090.08,18026986.94,352089588606.92,0.0
2025-05,MARGIN,B002,MARGIN_FINANCING,HNW,41311845.06,7436132.11,7436132.11,26439580.84,516398063290.15,0.0
2025-05,MARGIN,B003,MARGIN_FINANCING,HNW,24411544.81,4394078.07,4394078.07,15623388.68,305144310126.0,0.0
2025-05,MARGIN,B004,MARGIN_FINANCING,HNW,18778111.39,3380060.05,3380060.05,12017991.29,234726392404.62,0.0
2025-05,MARGIN,B005,MARGIN_FINANCING,HNW,16900300.25,3042054.05,3042054.05,10816192.16,211253753164.15,0.0
2025-05,MARGIN,B006,MARGIN_FINANCING,HNW,15022489.11,2704048.04,2704048.04,9614393.03,187781113923.69,0.0
2025-05,MARGIN,B007,MARGIN_FINANCING,HNW,20655922.53,3718066.06,3718066.06,13219790.42,258199031645.08,0.0
2025-05,MARGIN,B008,MARGIN_FINANCING,HNW,13144677.97,2366042.04,2366042.04,8412593.9,164308474683.23,0.0
2025-05,MARGIN,B009,MARGIN_FINANCING,HNW,9389055.7,1690030.03,1690030.03,6008995.65,117363196202.31,0.0
2025-05,WEALTH,B001,WEALTH_PRODUCT,HNW,7574761.94,2272428.58,1969438.11,3332895.25,0.0,0.0
2025-05,WEALTH,B002,WEALTH_PRODUCT,HNW,11109650.85,3332895.25,2888509.22,4888246.37,0.0,0.0
2025-05,WEALTH,B003,WEALTH_PRODUCT,HNW,5251834.95,1575550.48,1365477.09,2310807.38,0.0,0.0
2025-05,WEALTH,B004,WEALTH_PRODUCT,HNW,4039873.04,1211961.91,1050366.99,1777544.14,0.0,0.0
2025-05,WEALTH,B005,WEALTH_PRODUCT,HNW,4544857.17,1363457.15,1181662.86,1999737.15,0.0,0.0
2025-05,WEALTH,B006,WEALTH_PRODUCT,HNW,3231898.43,969569.53,840293.59,1422035.31,0.0,0.0
2025-05,WEALTH,B007,WEALTH_PRODUCT,HNW,4443860.34,1333158.1,1155403.69,1955298.55,0.0,0.0
2025-05,WEALTH,B008,WEALTH_PRODUCT,HNW,2827911.13,848373.34,735256.89,1244280.9,0.0,0.0
2025-05,WEALTH,B009,WEALTH_PRODUCT,HNW,2019936.52,605980.96,525183.49,888772.07,0.0,0.0
2025-05,HQ,B001,HQ_SERVICE,INSTITUTION,9072000.0,5896800.0,6531840.0,-3356640.0,0.0,0.0
2025-05,HQ,B002,HQ_SERVICE,INSTITUTION,13305600.0,8648640.0,9580032.0,-4923072.0,0.0,0.0
2025-05,HQ,B003,HQ_SERVICE,INSTITUTION,7862400.0,5110560.0,5660928.0,-2909088.0,0.0,0.0
2025-05,HQ,B004,HQ_SERVICE,INSTITUTION,6048000.0,3931200.0,4354560.0,-2237760.0,0.0,0.0
2025-05,HQ,B005,HQ_SERVICE,INSTITUTION,5443200.0,3538080.0,3919104.0,-2013984.0,0.0,0.0
2025-05,HQ,B006,HQ_SERVICE,INSTITUTION,4838400.0,3144960.0,3483648.0,-1790208.0,0.0,0.0
2025-05,HQ,B007,HQ_SERVICE,INSTITUTION,6652800.0,4324320.0,4790016.0,-2461536.0,0.0,0.0
2025-05,HQ,B008,HQ_SERVICE,INSTITUTION,4233600.0,2751840.0,3048192.0,-1566432.0,0.0,0.0
2025-05,HQ,B009,HQ_SERVICE,INSTITUTION,3024000.0,1965600.0,2177280.0,-1118880.0,0.0,0.0
2025-06,BROKERAGE,B001,STOCK,RETAIL,51882063.8,11932874.67,12451695.31,27497493.81,144116843877.27,0.00036
2025-06,BROKERAGE,B002,STOCK,RETAIL,89790558.41,20651828.43,21549734.02,47588995.96,299301861364.31,0.0003
2025-06,BROKERAGE,B003,STOCK,RETAIL,44964455.29,10341824.72,10791469.27,23831161.3,131475015466.98,0.000342
2025-06,BROKERAGE,B004,STOCK,RETAIL,34588042.53,7955249.78,8301130.21,18331662.54,96077895918.18,0.00036
2025-06,BROKERAGE,B005,STOCK,RETAIL,31129238.28,7159724.8,7471017.19,16498496.29,86470106326.36,0.00036
2025-06,BROKERAGE,B006,STOCK,RETAIL,27670434.02,6364199.83,6640904.17,14665330.03,76862316734.54,0.00036
2025-06,BROKERAGE,B007,STOCK,RETAIL,38046846.78,8750774.76,9131243.23,20164828.8,105685685510.0,0.00036
2025-06,BROKERAGE,B008,STOCK,RETAIL,24211629.77,5568674.85,5810791.15,12832163.78,67254527142.72,0.00036
2025-06,BROKERAGE,B009,STOCK,RETAIL,17294021.27,3977624.89,4150565.1,9165831.27,48038947959.09,0.00036
2025-06,IB,B001,IB_PROJECT,INSTITUTION,5049311.59,1918738.4,1110848.55,2019724.64,0.0,0.0
2025-06,IB,B002,IB_PROJECT,INSTITUTION,7405657.0,2814149.66,1629244.54,2962262.8,0.0,0.0
2025-06,IB,B003,IB_PROJECT,INSTITUTION,4376070.04,1662906.62,962735.41,1750428.02,0.0,0.0
2025-06,IB,B004,IB_PROJECT,INSTITUTION,3366207.73,1279158.94,740565.7,1346483.09,0.0,0.0
2025-06,IB,B005,IB_PROJECT,INSTITUTION,3029586.95,1151243.04,666509.13,1211834.78,0.0,0.0
2025-06,IB,B006,IB_PROJECT,INSTITUTION,2692966.18,1023327.15,592452.56,1077186.47,0.0,0.0
2025-06,IB,B007,IB_PROJECT,INSTITUTION,3702828.5,1407074.83,814622.27,1481131.4,0.0,0.0
2025-06,IB,B008,IB_PROJECT,INSTITUTION,2356345.41,895411.25,518395.99,942538.16,0.0,0.0
2025-06,IB,B009,IB_PROJECT,INSTITUTION,1683103.86,639579.47,370282.85,673241.55,0.0,0.0
2025-06,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5314286.17,1541142.99,1275428.68,2497714.5,0.0,0.0
2025-06,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,7794286.38,2260343.05,1870628.73,3663314.6,0.0,0.0
2025-06,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4605714.68,1335657.26,1105371.52,2164685.9,0.0,0.0
2025-06,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3542857.44,1027428.66,850285.79,1665143.0,0.0,0.0
2025-06,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3188571.7,924685.79,765257.21,1498628.7,0.0,0.0
2025-06,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,2834285.96,821942.93,680228.63,1332114.4,0.0,0.0
2025-06,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,3897143.19,1130171.52,935314.37,1831657.3,0.0,0.0
2025-06,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2480000.21,719200.06,595200.05,1165600.1,0.0,0.0
2025-06,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1771428.72,513714.33,425142.89,832571.5,0.0,0.0
2025-06,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,26243678.89,2099494.31,2624367.89,21519816.69,0.0,0.0
2025-06,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,38490729.04,3079258.32,3849072.9,31562397.82,0.0,0.0
2025-06,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,22744521.71,1819561.74,2274452.17,18650507.8,0.0,0.0
2025-06,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,17495785.93,1399662.87,1749578.59,14346544.46,0.0,0.0
2025-06,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,15746207.34,1259696.59,1574620.73,12911890.02,0.0,0.0
2025-06,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,13996628.74,1119730.3,1399662.87,11477235.57,0.0,0.0
2025-06,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,19245364.52,1539629.16,1924536.45,15781198.91,0.0,0.0
2025-06,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,12247050.15,979764.01,1224705.02,10042581.12,0.0,0.0
2025-06,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8747892.96,699831.44,874789.3,7173272.23,0.0,0.0
2025-06,MARGIN,B001,MARGIN_FINANCING,HNW,27496520.25,4949373.65,4949373.65,17597772.96,343706503163.9,0.0
2025-06,MARGIN,B002,MARGIN_FINANCING,HNW,40328229.7,7259081.35,7259081.35,25810067.01,504102871307.06,0.0
2025-06,MARGIN,B003,MARGIN_FINANCING,HNW,23830317.55,4289457.16,4289457.16,15251403.23,297878969408.71,0.0
2025-06,MARGIN,B004,MARGIN_FINANCING,HNW,18331013.5,3299582.43,3299582.43,11731848.64,229137668775.93,0.0
2025-06,MARGIN,B005,MARGIN_FINANCING,HNW,16497912.15,2969624.19,2969624.19,10558663.78,206223901898.34,0.0
2025-06,MARGIN,B006,MARGIN_FINANCING,HNW,14664810.8,2639665.94,2639665.94,9385478.91,183310135020.75,0.0
2025-06,MARGIN,B007,MARGIN_FINANCING,HNW,20164114.85,3629540.67,3629540.67,12905033.51,252051435653.53,0.0
2025-06,MARGIN,B008,MARGIN_FINANCING,HNW,12831709.45,2309707.7,2309707.7,8212294.05,160396368143.15,0.0
2025-06,MARGIN,B009,MARGIN_FINANCING,HNW,9165506.75,1649791.22,1649791.22,5865924.32,114568834387.97,0.0
2025-06,WEALTH,B001,WEALTH_PRODUCT,HNW,7394410.47,2218323.14,1922546.72,3253540.61,0.0,0.0
2025-06,WEALTH,B002,WEALTH_PRODUCT,HNW,10845135.35,3253540.61,2819735.19,4771859.56,0.0,0.0
2025-06,WEALTH,B003,WEALTH_PRODUCT,HNW,5126791.26,1538037.38,1332965.73,2255788.15,0.0,0.0
2025-06,WEALTH,B004,WEALTH_PRODUCT,HNW,3943685.58,1183105.67,1025358.25,1735221.66,0.0,0.0
2025-06,WEALTH,B005,WEALTH_PRODUCT,HNW,4436646.28,1330993.88,1153528.03,1952124.36,0.0,0.0
2025-06,WEALTH,B006,WEALTH_PRODUCT,HNW,3154948.47,946484.54,820286.6,1388177.33,0.0,0.0
2025-06,WEALTH,B007,WEALTH_PRODUCT,HNW,4338054.14,1301416.24,1127894.08,1908743.82,0.0,0.0
2025-06,WEALTH,B008,WEALTH_PRODUCT,HNW,2760579.91,828173.97,717750.78,1214655.16,0.0,0.0
2025-06,WEALTH,B009,WEALTH_PRODUCT,HNW,1971842.79,591552.84,512679.13,867610.83,0.0,0.0
2025-06,HQ,B001,HQ_SERVICE,INSTITUTION,8856000.0,5756400.0,6376320.0,-3276720.0,0.0,0.0
2025-06,HQ,B002,HQ_SERVICE,INSTITUTION,12988800.0,8442720.0,9351936.0,-4805856.0,0.0,0.0
2025-06,HQ,B003,HQ_SERVICE,INSTITUTION,7675200.0,4988880.0,5526144.0,-2839824.0,0.0,0.0
2025-06,HQ,B004,HQ_SERVICE,INSTITUTION,5904000.0,3837600.0,4250880.0,-2184480.0,0.0,0.0
2025-06,HQ,B005,HQ_SERVICE,INSTITUTION,5313600.0,3453840.0,3825792.0,-1966032.0,0.0,0.0
2025-06,HQ,B006,HQ_SERVICE,INSTITUTION,4723200.0,3070080.0,3400704.0,-1747584.0,0.0,0.0
2025-06,HQ,B007,HQ_SERVICE,INSTITUTION,6494400.0,4221360.0,4675968.0,-2402928.0,0.0,0.0
2025-06,HQ,B008,HQ_SERVICE,INSTITUTION,4132800.0,2686320.0,2975616.0,-1529136.0,0.0,0.0
2025-06,HQ,B009,HQ_SERVICE,INSTITUTION,2952000.0,1918800.0,2125440.0,-1092240.0,0.0,0.0
2025-07,BROKERAGE,B001,STOCK,RETAIL,48718523.32,11205260.36,11692445.6,25820817.36,135329231445.73,0.00036
2025-07,BROKERAGE,B002,STOCK,RETAIL,84315524.36,19392570.6,20235725.85,44687227.91,281051747866.49,0.0003
2025-07,BROKERAGE,B003,STOCK,RETAIL,42222720.21,9711225.65,10133452.85,22378041.71,123458246231.19,0.000342
2025-07,BROKERAGE,B004,STOCK,RETAIL,32479015.55,7470173.58,7794963.73,17213878.24,90219487630.48,0.00036
2025-07,BROKERAGE,B005,STOCK,RETAIL,29231113.99,6723156.22,7015467.36,15492490.42,81197538867.44,0.00036
2025-07,BROKERAGE,B006,STOCK,RETAIL,25983212.44,5976138.86,6235970.99,13771102.59,72175590104.39,0.00036
2025-07,BROKERAGE,B007,STOCK,RETAIL,35726917.1,8217190.93,8574460.1,18935266.06,99241436393.53,0.00036
2025-07,BROKERAGE,B008,STOCK,RETAIL,22735310.88,5229121.5,5456474.61,12049714.77,63153641341.34,0.00036
2025-07,BROKERAGE,B009,STOCK,RETAIL,16239507.77,3735086.79,3897481.87,8606939.12,45109743815.24,0.00036
2025-07,IB,B001,IB_PROJECT,INSTITUTION,4741426.73,1801742.16,1043113.88,1896570.69,0.0,0.0
2025-07,IB,B002,IB_PROJECT,INSTITUTION,6954092.54,2642555.17,1529900.36,2781637.02,0.0,0.0
2025-07,IB,B003,IB_PROJECT,INSTITUTION,4109236.5,1561509.87,904032.03,1643694.6,0.0,0.0
2025-07,IB,B004,IB_PROJECT,INSTITUTION,3160951.16,1201161.44,695409.25,1264380.46,0.0,0.0
2025-07,IB,B005,IB_PROJECT,INSTITUTION,2844856.04,1081045.3,625868.33,1137942.42,0.0,0.0
2025-07,IB,B006,IB_PROJECT,INSTITUTION,2528760.93,960929.15,556327.4,1011504.37,0.0,0.0
2025-07,IB,B007,IB_PROJECT,INSTITUTION,3477046.27,1321277.58,764950.18,1390818.51,0.0,0.0
2025-07,IB,B008,IB_PROJECT,INSTITUTION,2212665.81,840813.01,486786.48,885066.32,0.0,0.0
2025-07,IB,B009,IB_PROJECT,INSTITUTION,1580475.58,600580.72,347704.63,632190.23,0.0,0.0
2025-07,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,4990244.33,1447170.85,1197658.64,2345414.83,0.0,0.0
2025-07,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,7319025.01,2122517.25,1756566.0,3439941.76,0.0,0.0
2025-07,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4324878.42,1254214.74,1037970.82,2032692.86,0.0,0.0
2025-07,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3326829.55,964780.57,798439.09,1563609.89,0.0,0.0
2025-07,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,2994146.6,868302.51,718595.18,1407248.9,0.0,0.0
2025-07,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,2661463.64,771824.46,638751.27,1250887.91,0.0,0.0
2025-07,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,3659512.51,1061258.63,878283.0,1719970.88,0.0,0.0
2025-07,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2328780.69,675346.4,558907.36,1094526.92,0.0,0.0
2025-07,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1663414.78,482390.28,399219.55,781804.94,0.0,0.0
2025-07,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,24643454.57,1971476.37,2464345.46,20207632.75,0.0,0.0
2025-07,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,36143733.37,2891498.67,3614373.34,29637861.36,0.0,0.0
2025-07,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,21357660.63,1708612.85,2135766.06,17513281.72,0.0,0.0
2025-07,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,16428969.71,1314317.58,1642896.97,13471755.17,0.0,0.0
2025-07,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,14786072.74,1182885.82,1478607.27,12124579.65,0.0,0.0
2025-07,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,13143175.77,1051454.06,1314317.58,10777404.13,0.0,0.0
2025-07,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,18071866.69,1445749.33,1807186.67,14818930.68,0.0,0.0
2025-07,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,11500278.8,920022.3,1150027.88,9430228.62,0.0,0.0
2025-07,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8214484.86,657158.79,821448.49,6735877.58,0.0,0.0
2025-07,MARGIN,B001,MARGIN_FINANCING,HNW,25819903.16,4647582.57,4647582.57,16524738.03,322748789556.35,0.0
2025-07,MARGIN,B002,MARGIN_FINANCING,HNW,37869191.31,6816454.44,6816454.44,24236282.44,473364891349.31,0.0
2025-07,MARGIN,B003,MARGIN_FINANCING,HNW,22377249.41,4027904.89,4027904.89,14321439.62,279715617615.5,0.0
2025-07,MARGIN,B004,MARGIN_FINANCING,HNW,17213268.78,3098388.38,3098388.38,11016492.02,215165859704.23,0.0
2025-07,MARGIN,B005,MARGIN_FINANCING,HNW,15491941.9,2788549.54,2788549.54,9914842.82,193649273733.81,0.0
2025-07,MARGIN,B006,MARGIN_FINANCING,HNW,13770615.02,2478710.7,2478710.7,8813193.61,172132687763.38,0.0
2025-07,MARGIN,B007,MARGIN_FINANCING,HNW,18934595.65,3408227.22,3408227.22,12118141.22,236682445674.65,0.0
2025-07,MARGIN,B008,MARGIN_FINANCING,HNW,12049288.14,2168871.87,2168871.87,7711544.41,150616101792.96,0.0
2025-07,MARGIN,B009,MARGIN_FINANCING,HNW,8606634.39,1549194.19,1549194.19,5508246.01,107582929852.12,0.0
2025-07,WEALTH,B001,WEALTH_PRODUCT,HNW,6943531.78,2083059.53,1805318.26,3055153.98,0.0,0.0
2025-07,WEALTH,B002,WEALTH_PRODUCT,HNW,10183846.61,3055153.98,2647800.12,4480892.51,0.0,0.0
2025-07,WEALTH,B003,WEALTH_PRODUCT,HNW,4814182.03,1444254.61,1251687.33,2118240.1,0.0,0.0
2025-07,WEALTH,B004,WEALTH_PRODUCT,HNW,3703216.95,1110965.08,962836.41,1629415.46,0.0,0.0
2025-07,WEALTH,B005,WEALTH_PRODUCT,HNW,4166119.07,1249835.72,1083190.96,1833092.39,0.0,0.0
2025-07,WEALTH,B006,WEALTH_PRODUCT,HNW,2962573.56,888772.07,770269.13,1303532.37,0.0,0.0
2025-07,WEALTH,B007,WEALTH_PRODUCT,HNW,4073538.64,1222061.59,1059120.05,1792357.0,0.0,0.0
2025-07,WEALTH,B008,WEALTH_PRODUCT,HNW,2592251.86,777675.56,673985.48,1140590.82,0.0,0.0
